CVE_id,Description,cwe_value,cvss,severity,publishedDate,lastModifiedDate,version,cwe_cd,cwe_name,year
CVE-2021-40414,"An incorrect default permission vulnerability exists in the cgiserver.cgi cgi_check_ability functionality of reolink RLC-410W v3.0.0.136_20121102. The SetMdAlarm API sets the movement detection parameters, giving the ability to set the sensitivity of the camera per a range of hours, and which of the camera spaces to ignore when considering movement detection. Because in cgi_check_ability the SetMdAlarm API does not have a specific case, the user permission will default to 7. This will give non-administrative users the possibility to change the movement detection parameters.",CWE-276,8.8,HIGH,2022-01-28T20:15Z,2022-04-28T17:15Z,3.1,276, Incorrect Default Permissions,2022
CVE-2021-40413,"An incorrect default permission vulnerability exists in the cgiserver.cgi cgi_check_ability functionality of reolink RLC-410W v3.0.0.136_20121102. The UpgradePrepare is the API that checks if a provided filename identifies a new version of the RLC-410W firmware. If the version is new, it would be possible, allegedly, to later on perform the Upgrade. An attacker can send an HTTP request to trigger this vulnerability.",CWE-276,8.8,HIGH,2022-01-28T20:15Z,2022-04-28T17:15Z,3.1,276, Incorrect Default Permissions,2022
CVE-2021-40412,"An OScommand injection vulnerability exists in the device network settings functionality of reolink RLC-410W v3.0.0.136_20121102. At [8] the devname variable, that has the value of the name parameter provided through the SetDevName API, is not validated properly. This would lead to an OS command injection.",CWE-78,7.2,HIGH,2022-01-28T20:15Z,2022-04-28T17:15Z,3.1,78, Improper Neutralization of Special Elements used in an OS Command ('OS Command Injection'),2022
CVE-2021-40411,"An OS command injection vulnerability exists in the device network settings functionality of reolink RLC-410W v3.0.0.136_20121102. At [6] the dns_data->dns2 variable, that has the value of the dns2 parameter provided through the SetLocalLink API, is not validated properly. This would lead to an OS command injection.",CWE-78,7.2,HIGH,2022-01-28T20:15Z,2022-04-28T17:15Z,3.1,78, Improper Neutralization of Special Elements used in an OS Command ('OS Command Injection'),2022
CVE-2021-40410,"An OS command injection vulnerability exists in the device network settings functionality of reolink RLC-410W v3.0.0.136_20121102. At [4] the dns_data->dns1 variable, that has the value of the dns1 parameter provided through the SetLocal API, is not validated properly. This would lead to an OS command injection.",CWE-78,7.2,HIGH,2022-01-28T20:15Z,2022-04-28T17:15Z,3.1,78, Improper Neutralization of Special Elements used in an OS Command ('OS Command Injection'),2022
CVE-2021-40409,"An OS command injection vulnerability exists in the device network settings functionality of reolink RLC-410W v3.0.0.136_20121102. At [1] or [2], based on DDNS type, the ddns->password variable, that has the value of the password parameter provided through the SetDdns API, is not validated properly. This would lead to an OS command injection.",CWE-78,9.8,CRITICAL,2022-01-28T20:15Z,2022-04-28T17:15Z,3.1,78, Improper Neutralization of Special Elements used in an OS Command ('OS Command Injection'),2022
CVE-2021-40408,"An OS command injection vulnerability exists in the device network settings functionality of reolink RLC-410W v3.0.0.136_20121102. At [1] or [2], based on DDNS type, the ddns->username variable, that has the value of the userName parameter provided through the SetDdns API, is not validated properly. This would lead to an OS command injection.",CWE-78,9.8,CRITICAL,2022-01-28T20:15Z,2022-04-28T17:15Z,3.1,78, Improper Neutralization of Special Elements used in an OS Command ('OS Command Injection'),2022
CVE-2021-40407,"An OS command injection vulnerability exists in the device network settings functionality of reolink RLC-410W v3.0.0.136_20121102. At [1] or [2], based on DDNS type, the ddns->domain variable, that has the value of the domain parameter provided through the SetDdns API, is not validated properly. This would lead to an OS command injection. An attacker can send an HTTP request to trigger this vulnerability.",CWE-78,9.8,CRITICAL,2022-01-28T20:15Z,2022-04-28T17:15Z,3.1,78, Improper Neutralization of Special Elements used in an OS Command ('OS Command Injection'),2022
CVE-2021-40406,A denial of service vulnerability exists in the cgiserver.cgi session creation functionality of reolink RLC-410W v3.0.0.136_20121102. A specially-crafted HTTP request can lead to prevent users from logging in. An attacker can send an HTTP request to trigger this vulnerability.,CWE-400,7.5,HIGH,2022-01-28T20:15Z,2022-04-28T17:15Z,3.1,400, Uncontrolled Resource Consumption,2022
CVE-2021-40404,An authentication bypass vulnerability exists in the cgiserver.cgi Login functionality of reolink RLC-410W v3.0.0.136_20121102. A specially-crafted HTTP request can lead to authentication bypass. An attacker can send an HTTP request to trigger this vulnerability.,CWE-287,9.8,CRITICAL,2022-01-28T20:15Z,2022-04-28T17:15Z,3.1,287, Improper Authentication,2022
CVE-2021-40403,"An information disclosure vulnerability exists in the pick-and-place rotation parsing functionality of Gerbv 2.7.0 and dev (commit b5f1eacd), and Gerbv forked 2.8.0. A specially-crafted pick-and-place file can exploit the missing initialization of a structure to leak memory contents. An attacker can provide a malicious file to trigger this vulnerability.",CWE-909,5.5,MEDIUM,2022-02-04T23:15Z,2022-04-28T17:15Z,3.1,909, Missing Initialization of Resource,2022
CVE-2021-40401,A use-after-free vulnerability exists in the RS-274X aperture definition tokenization functionality of Gerbv 2.7.0 and dev (commit b5f1eacd) and Gerbv forked 2.7.1. A specially-crafted gerber file can lead to code execution. An attacker can provide a malicious file to trigger this vulnerability.,CWE-416,7.8,HIGH,2022-02-04T23:15Z,2022-04-28T17:15Z,3.1,416, Use After Free,2022
CVE-2021-40397,A privilege escalation vulnerability exists in the installation of Advantech WISE-PaaS/OTA Server 3.0.9. A specially-crafted file can be replaced in the system to escalate privileges to NT SYSTEM authority. An attacker can provide a malicious file to trigger this vulnerability.,CWE-276,7.8,HIGH,2022-01-28T20:15Z,2022-04-28T17:15Z,3.1,276, Incorrect Default Permissions,2022
CVE-2021-40396,A privilege escalation vulnerability exists in the installation of Advantech DeviceOn/iService 1.1.7. A specially-crafted file can be replaced in the system to escalate privileges to NT SYSTEM authority. An attacker can provide a malicious file to trigger this vulnerability.,CWE-276,7.8,HIGH,2022-01-28T20:15Z,2022-04-28T17:15Z,3.1,276, Incorrect Default Permissions,2022
CVE-2021-40393,An out-of-bounds write vulnerability exists in the RS-274X aperture macro variables handling functionality of Gerbv 2.7.0 and dev (commit b5f1eacd) and the forked version of Gerbv (commit 71493260). A specially-crafted gerber file can lead to code execution. An attacker can provide a malicious file to trigger this vulnerability.,CWE-787,9.8,CRITICAL,2021-12-22T19:15Z,2022-04-28T17:15Z,3.1,787, Out-of-bounds Write,2021
CVE-2021-40391,"An out-of-bounds write vulnerability exists in the drill format T-code tool number functionality of Gerbv 2.7.0, dev (commit b5f1eacd), and the forked version of Gerbv (commit 71493260). A specially-crafted drill file can lead to code execution. An attacker can provide a malicious file to trigger this vulnerability.",CWE-787,9.8,CRITICAL,2021-11-19T19:15Z,2022-04-28T17:15Z,3.1,787, Out-of-bounds Write,2021
CVE-2021-40389,A privilege escalation vulnerability exists in the installation of Advantech DeviceOn/iEdge Server 1.0.2. A specially-crafted file can be replaced in the system to escalate privileges to NT SYSTEM authority. An attacker can provide a malicious file to trigger this vulnerability.,CWE-276,7.8,HIGH,2022-01-28T20:15Z,2022-04-28T17:15Z,3.1,276, Incorrect Default Permissions,2022
CVE-2021-40388,A privilege escalation vulnerability exists in Advantech SQ Manager Server 1.0.6. A specially-crafted file can be replaced in the system to escalate privileges to NT SYSTEM authority. An attacker can provide a malicious file to trigger this vulnerability.,CWE-276,7.8,HIGH,2022-01-28T20:15Z,2022-04-28T17:15Z,3.1,276, Incorrect Default Permissions,2022
CVE-2021-28607,Adobe After Effects version 18.2 (and earlier) is affected by a heap corruption vulnerability when parsing a specially crafted file. An unauthenticated attacker could leverage this vulnerability to achieve arbitrary code execution in the context of the current user. Exploitation of this issue requires user interaction in that a victim must open a malicious file.,CWE-787,7.8,HIGH,2021-08-24T18:15Z,2022-04-28T17:15Z,3.1,787, Out-of-bounds Write,2021
CVE-2021-28605,Adobe After Effects version 18.2 (and earlier) is affected by a memory corruption vulnerability when parsing a specially crafted file. An unauthenticated attacker could leverage this vulnerability to achieve arbitrary code execution in the context of the current user. Exploitation of this issue requires user interaction in that a victim must open a malicious file.,CWE-787,7.8,HIGH,2021-08-24T18:15Z,2022-04-28T17:15Z,3.1,787, Out-of-bounds Write,2021
CVE-2021-28602,Adobe After Effects version 18.2 (and earlier) is affected by a memory corruption vulnerability when parsing a specially crafted file. An unauthenticated attacker could leverage this vulnerability to achieve arbitrary code execution in the context of the current user. Exploitation of this issue requires user interaction in that a victim must open a malicious file.,CWE-787,7.8,HIGH,2021-08-24T18:15Z,2022-04-28T17:15Z,3.1,787, Out-of-bounds Write,2021
CVE-2021-28561,"Acrobat Reader DC versions versions 2021.001.20150 (and earlier), 2020.001.30020 (and earlier) and 2017.011.30194 (and earlier) are affected by a memory corruption vulnerability. An unauthenticated attacker could leverage this vulnerability to achieve arbitrary code execution in the context of the current user. Exploitation of this issue requires user interaction in that a victim must open a malicious file.",CWE-787,8.8,HIGH,2021-09-02T17:15Z,2022-04-28T17:15Z,3.1,787, Out-of-bounds Write,2021
CVE-2021-21971,"An out-of-bounds write vulnerability exists in the URL_decode functionality of Sealevel Systems, Inc. SeaConnect 370W v1.3.34. A specially-crafted MQTT payload can lead to an out-of-bounds write. An attacker can perform a man-in-the-middle attack to trigger this vulnerability.",CWE-787,5.9,MEDIUM,2022-02-04T23:15Z,2022-04-28T17:15Z,3.1,787, Out-of-bounds Write,2022
CVE-2021-21970,"An out-of-bounds write vulnerability exists in the HandleSeaCloudMessage functionality of Sealevel Systems, Inc. SeaConnect 370W v1.3.34. The HandleIncomingSeaCloudMessage function uses at [3] the json_object_get_string to populate the p_name global variable. The p_name is only 0x80 bytes long, and the total MQTT message could be up to 0x201 bytes. Because the function json_object_get_string will fill str based on the length of the json’s value and not the actual str size, this would result in a possible out-of-bounds write.",CWE-787,8.1,HIGH,2022-02-04T23:15Z,2022-04-28T17:15Z,3.1,787, Out-of-bounds Write,2022
CVE-2021-21969,"An out-of-bounds write vulnerability exists in the HandleSeaCloudMessage functionality of Sealevel Systems, Inc. SeaConnect 370W v1.3.34. The HandleIncomingSeaCloudMessage function uses at [4] the json_object_get_string to populate the p_payload global variable. The p_payload is only 0x100 bytes long, and the total MQTT message could be up to 0x201 bytes. Because the function json_object_get_string will fill str based on the length of the json’s value and not the actual str size, this would result in a possible out-of-bounds write.",CWE-787,8.1,HIGH,2022-02-04T23:15Z,2022-04-28T17:15Z,3.1,787, Out-of-bounds Write,2022
CVE-2021-21968,"A file write vulnerability exists in the OTA update task functionality of Sealevel Systems, Inc. SeaConnect 370W v1.3.34. A specially-crafted MQTT payload can lead to arbitrary file overwrite. An attacker can perform a man-in-the-middle attack to trigger this vulnerability.",CWE-20,7.4,HIGH,2022-02-04T23:15Z,2022-04-28T17:15Z,3.1,20, Improper Input Validation,2022
CVE-2021-21966,An information disclosure vulnerability exists in the HTTP Server /ping.html functionality of Texas Instruments CC3200 SimpleLink Solution NWP 2.9.0.0. A specially-crafted HTTP request can lead to an uninitialized read. An attacker can send an HTTP request to trigger this vulnerability.,CWE-444,5.3,MEDIUM,2022-02-16T17:15Z,2022-04-28T17:15Z,3.1,444, Inconsistent Interpretation of HTTP Requests ('HTTP Request Smuggling'),2022
CVE-2021-21965,"A denial of service vulnerability exists in the SeaMax remote configuration functionality of Sealevel Systems, Inc. SeaConnect 370W v1.3.34. Specially-crafted network packets can lead to denial of service. An attacker can send a malicious packet to trigger this vulnerability.",CWE-287,8.2,HIGH,2022-02-04T23:15Z,2022-04-28T17:15Z,3.1,287, Improper Authentication,2022
CVE-2021-21964,"A denial of service vulnerability exists in the Modbus configuration functionality of Sealevel Systems, Inc. SeaConnect 370W v1.3.34. Specially-crafted network packets can lead to denial of service. An attacker can send a malicious packet to trigger this vulnerability.",CWE-287,7.5,HIGH,2022-02-04T23:15Z,2022-04-28T17:15Z,3.1,287, Improper Authentication,2022
CVE-2021-21963,"An information disclosure vulnerability exists in the Web Server functionality of Sealevel Systems, Inc. SeaConnect 370W v1.3.34. A specially-crafted man-in-the-middle attack can lead to a disclosure of sensitive information. An attacker can perform a man-in-the-middle attack to trigger this vulnerability.",CWE-311,5.9,MEDIUM,2022-02-04T23:15Z,2022-04-28T17:15Z,3.1,311, Missing Encryption of Sensitive Data,2022
CVE-2021-21962,"A heap-based buffer overflow vulnerability exists in the OTA Update u-download functionality of Sealevel Systems, Inc. SeaConnect 370W v1.3.34. A series of specially-crafted MQTT payloads can lead to remote code execution. An attacker must perform a man-in-the-middle attack in order to trigger this vulnerability.",CWE-787,8.1,HIGH,2022-02-04T23:15Z,2022-04-28T17:15Z,3.1,787, Out-of-bounds Write,2022
CVE-2021-21961,"A stack-based buffer overflow vulnerability exists in the NBNS functionality of Sealevel Systems, Inc. SeaConnect 370W v1.3.34. A specially-crafted network packet can lead to remote code execution. An attacker can send a malicious packet to trigger this vulnerability.",CWE-787,9.8,CRITICAL,2022-02-04T23:15Z,2022-04-28T17:15Z,3.1,787, Out-of-bounds Write,2022
CVE-2021-21960,"A stack-based buffer overflow vulnerability exists in both the LLMNR functionality of Sealevel Systems, Inc. SeaConnect 370W v1.3.34. A specially-crafted network packet can lead to remote code execution. An attacker can send a malicious packet to trigger this vulnerability.",CWE-787,9.8,CRITICAL,2022-02-04T23:15Z,2022-04-28T17:15Z,3.1,787, Out-of-bounds Write,2022
CVE-2021-21959,"A misconfiguration exists in the MQTTS functionality of Sealevel Systems, Inc. SeaConnect 370W v1.3.34. This misconfiguration significantly simplifies a man-in-the-middle attack, which directly leads to control of device functionality.",CWE-295,8.1,HIGH,2022-02-04T23:15Z,2022-04-28T17:15Z,3.1,295, Improper Certificate Validation,2022
CVE-2021-21958,A heap-based buffer overflow vulnerability exists in the Hword HwordApp.dll functionality of Hancom Office 2020 11.0.0.2353. A specially-crafted malformed file can lead to memory corruption and potential arbitrary code execution. An attacker can provide a malicious file to trigger this vulnerability.,CWE-787,7.8,HIGH,2022-02-16T17:15Z,2022-04-28T17:15Z,3.1,787, Out-of-bounds Write,2022
CVE-2021-21957,A privilege escalation vulnerability exists in the Remote Server functionality of Dream Report ODS Remote Connector 20.2.16900.0. A specially-crafted command injection can lead to elevated capabilities. An attacker can provide a malicious file to trigger this vulnerability.,CWE-434,8.8,HIGH,2021-12-08T22:15Z,2022-04-28T17:15Z,3.1,434, Unrestricted Upload of File with Dangerous Type,2021
CVE-2021-21955,An authentication bypass vulnerability exists in the get_aes_key_info_by_packetid() function of the home_security binary of Anker Eufy Homebase 2 2.1.6.9h. Generic network sniffing can lead to password recovery. An attacker can sniff network traffic to trigger this vulnerability.,CWE-287,7.5,HIGH,2021-12-09T16:15Z,2022-04-28T17:15Z,3.1,287, Improper Authentication,2021
CVE-2021-21954,A command execution vulnerability exists in the wifi_country_code_update functionality of the home_security binary of Anker Eufy Homebase 2 2.1.6.9h. A specially-crafted set of network packets can lead to arbitrary command execution.,CWE-78,9.9,CRITICAL,2021-12-09T16:15Z,2022-04-28T17:15Z,3.1,78, Improper Neutralization of Special Elements used in an OS Command ('OS Command Injection'),2021
CVE-2021-21953,An authentication bypass vulnerability exists in the process_msg() function of the home_security binary of Anker Eufy Homebase 2 2.1.6.9h. A specially-crafted man-in-the-middle attack can lead to increased privileges.,CWE-287,8.1,HIGH,2021-12-22T19:15Z,2022-04-28T17:15Z,3.1,287, Improper Authentication,2021
CVE-2021-21952,An authentication bypass vulnerability exists in the CMD_DEVICE_GET_RSA_KEY_REQUEST functionality of the home_security binary of Anker Eufy Homebase 2 2.1.6.9h. A specially-crafted set of network packets can lead to increased privileges.,CWE-287,9.8,CRITICAL,2021-12-22T19:15Z,2022-04-28T17:15Z,3.1,287, Improper Authentication,2021
CVE-2021-21951,An out-of-bounds write vulnerability exists in the CMD_DEVICE_GET_SERVER_LIST_REQUEST functionality of the home_security binary of Anker Eufy Homebase 2 2.1.6.9h in function read_udp_push_config_file. A specially-crafted network packet can lead to code execution.,CWE-787,9.8,CRITICAL,2021-12-08T22:15Z,2022-04-28T17:15Z,3.1,787, Out-of-bounds Write,2021
CVE-2021-21950,An out-of-bounds write vulnerability exists in the CMD_DEVICE_GET_SERVER_LIST_REQUEST functionality of the home_security binary of Anker Eufy Homebase 2 2.1.6.9h in function recv_server_device_response_msg_process. A specially-crafted network packet can lead to code execution.,CWE-787,9.8,CRITICAL,2021-12-08T22:15Z,2022-04-28T17:15Z,3.1,787, Out-of-bounds Write,2021
CVE-2021-21941,A use-after-free vulnerability exists in the pushMuxer CreatePushThread functionality of Anker Eufy Homebase 2 2.1.6.9h. A specially-crafted set of network packets can lead to remote code execution.,CWE-416,8.1,HIGH,2021-10-12T14:15Z,2022-04-28T17:15Z,3.1,416, Use After Free,2021
CVE-2021-21940,A heap-based buffer overflow vulnerability exists in the pushMuxer processRtspInfo functionality of Anker Eufy Homebase 2 2.1.6.9h. A specially-crafted network packet can lead to a heap buffer overflow. An attacker can send a malicious packet to trigger this vulnerability.,CWE-787,9.8,CRITICAL,2021-10-12T14:15Z,2022-04-28T17:15Z,3.1,787, Out-of-bounds Write,2021
CVE-2021-21937,A specially-crafted HTTP request can lead to SQL injection. An attacker can make authenticated HTTP requests to trigger this vulnerability at ‘host_alt_filter’ parameter. This can be done as any authenticated user or through cross-site request forgery.,CWE-89,8.8,HIGH,2021-12-22T19:15Z,2022-04-28T17:15Z,3.1,89, Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection'),2021
CVE-2021-21936,A specially-crafted HTTP request can lead to SQL injection. An attacker can make authenticated HTTP requests to trigger this vulnerability at ‘health_alt_filter’ parameter. This can be done as any authenticated user or through cross-site request forgery.,CWE-89,8.8,HIGH,2021-12-22T19:15Z,2022-04-28T17:15Z,3.1,89, Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection'),2021
CVE-2021-21935,A specially-crafted HTTP request can lead to SQL injection. An attacker can make authenticated HTTP requests to trigger this vulnerability at ‘host_alt_filter2’ parameter. This can be done as any authenticated user or through cross-site request forgery.,CWE-89,6.5,MEDIUM,2021-12-22T19:15Z,2022-04-28T17:15Z,3.1,89, Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection'),2021
CVE-2021-21934,A specially-crafted HTTP request can lead to SQL injection. An attacker can make authenticated HTTP requests to trigger this at ‘imei_filter’ parameter. This can be done as any authenticated user or through cross-site request forgery.,CWE-89,6.5,MEDIUM,2021-12-22T19:15Z,2022-04-28T17:15Z,3.1,89, Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection'),2021
CVE-2021-21933,A specially-crafted HTTP request can lead to SQL injection. An attacker can make authenticated HTTP requests to trigger this at ‘esn_filter’ parameter. This can be done as any authenticated user or through cross-site request forgery.,CWE-89,6.5,MEDIUM,2021-12-22T19:15Z,2022-04-28T17:15Z,3.1,89, Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection'),2021
CVE-2021-21932,A specially-crafted HTTP request can lead to SQL injection. An attacker can make authenticated HTTP requests to trigger this at ‘name_filter’ parameter. This can be done as any authenticated user or through cross-site request forgery.,CWE-89,6.5,MEDIUM,2021-12-22T19:15Z,2022-04-28T17:15Z,3.1,89, Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection'),2021
CVE-2021-21931,A specially-crafted HTTP request can lead to SQL injection. An attacker can make authenticated HTTP requests at‘ stat_filter’ parameter to trigger this vulnerability. This can be done as any authenticated user or through cross-site request forgery.,CWE-89,6.5,MEDIUM,2021-12-22T19:15Z,2022-04-28T17:15Z,3.1,89, Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection'),2021
CVE-2021-21930,A specially-crafted HTTP request can lead to SQL injection. An attacker can make authenticated HTTP requests at ‘sn_filter’ parameter to trigger this vulnerability. This can be done as any authenticated user or through cross-site request forgery.,CWE-89,6.5,MEDIUM,2021-12-22T19:15Z,2022-04-28T17:15Z,3.1,89, Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection'),2021
CVE-2021-21929,A specially-crafted HTTP request can lead to SQL injection. An attacker can make authenticated HTTP requests at ‘prod_filter’ parameter to trigger this vulnerability. This can be done as any authenticated user or through cross-site request forgery.,CWE-89,6.5,MEDIUM,2021-12-22T19:15Z,2022-04-28T17:15Z,3.1,89, Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection'),2021
CVE-2021-21928,A specially-crafted HTTP request can lead to SQL injection. An attacker can make authenticated HTTP requests at ‘mac_filter’ parameter to trigger this vulnerability. This can be done as any authenticated user or through cross-site request forgery.,CWE-89,6.5,MEDIUM,2021-12-22T19:15Z,2022-04-28T17:15Z,3.1,89, Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection'),2021
CVE-2021-21927,A specially-crafted HTTP request can lead to SQL injection. An attacker can make authenticated HTTP requests to trigger these vulnerabilities. This can be done as any authenticated user or through cross-site request forgery at ‘loc_filter’ parameter.,CWE-89,6.5,MEDIUM,2021-12-22T19:15Z,2022-04-28T17:15Z,3.1,89, Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection'),2021
CVE-2021-21926,A specially-crafted HTTP request can lead to SQL injection. An attacker can make authenticated HTTP requests to trigger these vulnerabilities. This can be done as any authenticated user or through cross-site request forgery at ‘health_filter’ parameter.,CWE-89,6.5,MEDIUM,2021-12-22T19:15Z,2022-04-28T17:15Z,3.1,89, Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection'),2021
CVE-2021-21925,A specially-crafted HTTP request can lead to SQL injection. An attacker can make authenticated HTTP requests to trigger these vulnerabilities. This can be done as any authenticated user or through cross-site request forgery at ‘firm_filter’ parameter.,CWE-89,6.5,MEDIUM,2021-12-22T19:15Z,2022-04-28T17:15Z,3.1,89, Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection'),2021
CVE-2021-21924,A specially-crafted HTTP request can lead to SQL injection. An attacker can make authenticated HTTP requests to trigger these vulnerabilities. This can be done as any authenticated user or through cross-site request forgery at ‘desc_filter’ parameter.,CWE-89,6.5,MEDIUM,2021-12-22T19:15Z,2022-04-28T17:15Z,3.1,89, Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection'),2021
CVE-2021-21923,A specially-crafted HTTP request can lead to SQL injection. An attacker can make authenticated HTTP requests to trigger this vulnerability at ‘company_filter’ parameter with the administrative account or through cross-site request forgery.,CWE-89,6.5,MEDIUM,2021-12-22T19:15Z,2022-04-28T17:15Z,3.1,89, Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection'),2021
CVE-2021-21922,A specially-crafted HTTP request can lead to SQL injection. An attacker can make authenticated HTTP requests to trigger this vulnerability at ‘username_filter’ parameter with the administrative account or through cross-site request forgery.,CWE-89,6.5,MEDIUM,2021-12-22T19:15Z,2022-04-28T17:15Z,3.1,89, Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection'),2021
CVE-2021-21921,A specially-crafted HTTP request can lead to SQL injection. An attacker can make authenticated HTTP requests to trigger this vulnerability at ‘name_filter’ parameter with the administrative account or through cross-site request forgery.,CWE-89,6.5,MEDIUM,2021-12-22T19:15Z,2022-04-28T17:15Z,3.1,89, Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection'),2021
CVE-2021-21920,A specially-crafted HTTP request can lead to SQL injection. An attacker can make authenticated HTTP requests to trigger this vulnerability at ‘surname_filter’ parameter with the administrative account or through cross-site request forgery.,CWE-89,6.5,MEDIUM,2021-12-22T19:15Z,2022-04-28T17:15Z,3.1,89, Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection'),2021
CVE-2021-21919,"A specially-crafted HTTP request can lead to SQL injection. An attacker can make authenticated HTTP requests to trigger this vulnerability at ord’ parameter. However, the high privilege super-administrator account needs to be used to achieve exploitation without cross-site request forgery attack.",CWE-89,6.5,MEDIUM,2021-12-22T19:15Z,2022-04-28T17:15Z,3.1,89, Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection'),2021
CVE-2021-21918,"A specially-crafted HTTP request can lead to SQL injection. An attacker can make authenticated HTTP requests to trigger this vulnerability at ‘name_filter’ parameter. However, the high privilege super-administrator account needs to be used to achieve exploitation without cross-site request forgery attack.",CWE-89,6.5,MEDIUM,2021-12-22T19:15Z,2022-04-28T17:15Z,3.1,89, Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection'),2021
CVE-2021-21917,An exploitable SQL injection vulnerability exist in the ‘group_list’ page of the Advantech R-SeeNet 2.4.15 (30.07.2021). A specially-crafted HTTP request at '‘ord’ parameter. An attacker can make authenticated HTTP requests to trigger this vulnerability. This can be done as any authenticated user or through cross-site request forgery.,CWE-89,8.8,HIGH,2021-12-22T19:15Z,2022-04-28T17:15Z,3.1,89, Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection'),2021
CVE-2021-21916,An exploitable SQL injection vulnerability exist in the ‘group_list’ page of the Advantech R-SeeNet 2.4.15 (30.07.2021). A specially-crafted HTTP request at 'description_filter’ parameter. An attacker can make authenticated HTTP requests to trigger this vulnerability. This can be done as any authenticated user or through cross-site request forgery.,CWE-89,9.8,CRITICAL,2021-12-22T19:15Z,2022-04-28T17:15Z,3.1,89, Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection'),2021
CVE-2021-21915,An exploitable SQL injection vulnerability exist in the ‘group_list’ page of the Advantech R-SeeNet 2.4.15 (30.07.2021). A specially-crafted HTTP request at ‘company_filter’ parameter. An attacker can make authenticated HTTP requests to trigger this vulnerability. This can be done as any authenticated user or through cross-site request forgery.,CWE-89,8.8,HIGH,2021-12-22T19:15Z,2022-04-28T17:15Z,3.1,89, Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection'),2021
CVE-2021-21913,An information disclosure vulnerability exists in the WiFi Smart Mesh functionality of D-LINK DIR-3040 1.13B03. A specially-crafted network request can lead to command execution. An attacker can connect to the MQTT service to trigger this vulnerability.,CWE-798,9.8,CRITICAL,2021-09-23T15:15Z,2022-04-28T17:15Z,3.1,798, Use of Hard-coded Credentials,2021
CVE-2021-21912,A privilege escalation vulnerability exists in the Windows version of installation for Advantech R-SeeNet Advantech R-SeeNet 2.4.15 (30.07.2021). A specially-crafted file can be replaced in the system to escalate privileges to NT SYSTEM authority. An attacker can provide a malicious file to trigger this vulnerability.,CWE-269,7.8,HIGH,2021-12-22T19:15Z,2022-04-28T17:15Z,3.1,269, Improper Privilege Management,2021
CVE-2021-21911,A privilege escalation vulnerability exists in the Windows version of installation for Advantech R-SeeNet Advantech R-SeeNet 2.4.15 (30.07.2021). A specially-crafted file can be replaced in the system to escalate privileges to NT SYSTEM authority. An attacker can provide a malicious file to trigger this vulnerability.,CWE-269,7.8,HIGH,2021-12-22T19:15Z,2022-04-28T17:15Z,3.1,269, Improper Privilege Management,2021
CVE-2021-21910,A privilege escalation vulnerability exists in the Windows version of installation for Advantech R-SeeNet Advantech R-SeeNet 2.4.15 (30.07.2021). A specially-crafted file can be replaced in the system to escalate privileges to NT SYSTEM authority. An attacker can provide a malicious file to trigger this vulnerability.,CWE-269,7.8,HIGH,2021-12-22T19:15Z,2022-04-28T17:15Z,3.1,269, Improper Privilege Management,2021
CVE-2021-21909,Specially-crafted command line arguments can lead to arbitrary file deletion in the del .cnt|.log file delete command. An attacker can provide malicious inputs to trigger this vulnerability,CWE-22,8.1,HIGH,2021-12-22T19:15Z,2022-04-28T17:15Z,3.1,22, Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal'),2021
CVE-2021-21908,"Specially-crafted command line arguments can lead to arbitrary file deletion. The handle_delete function does not attempt to sanitize or otherwise validate the contents of the [file] parameter (passed to the function as argv[1]), allowing an authenticated attacker to supply directory traversal primitives and delete semi-arbitrary files.",CWE-22,6.5,MEDIUM,2021-12-22T19:15Z,2022-04-28T17:15Z,3.1,22, Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal'),2021
CVE-2021-21907,A directory traversal vulnerability exists in the CMA CLI getenv command functionality of Garrett Metal Detectors’ iC Module CMA Version 5.0. A specially-crafted command line argument can lead to local file inclusion. An attacker can provide malicious input to trigger this vulnerability.,CWE-22,4.9,MEDIUM,2021-12-22T19:15Z,2022-04-28T17:15Z,3.1,22, Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal'),2021
